model,bin,freq,voltage_target,voltage_limit,chip_temp,board_temp,ok_core_pct,min_power
m30.v10,bin19,610,1280,1330,87,72,99,0
m30.v10,lp_bin1,533,1100,1190,87,72,99,0
m30.v10,lp_bin2,533,1100,1190,87,72,99,0
m30.v10,lp_bin3,533,1100,1190,87,72,99,0
m30.v10,lp_bin4,533,1100,1190,87,72,99,0
m30.v10,lp_bin5,533,1100,1190,87,72,99,0
m30.v10,lp_bin6,533,1100,1190,87,72,99,0
m30.v10,lp_bin9,533,1100,1190,87,72,99,0
m30.v10,lp_bin10,533,1100,1190,87,72,99,0
m30.v10,lp_bin11,533,1100,1190,87,72,99,0
m30.v10,lp_bin12,533,1100,1190,87,72,99,0
m30.v10,lp_bin13,533,1100,1190,87,72,99,0
m30.v10,lp_bin14,533,1100,1190,87,72,99,0
m30.v10,lp_bin15,533,1100,1190,87,72,99,0
m30.v10,lp_bin16,533,1100,1190,87,72,99,0
m30.v10,lp_bin17,533,1100,1190,87,72,99,0
m30.v10,lp_bin18,533,1100,1190,87,72,99,0
m30.v10,lp_bin19,533,1100,1190,87,72,99,0
m30.v20,bin1v1_A,705,1240,1400,87,72,97,0000
m30.v20,bin1v1_B,705,1240,1400,87,72,97,0000
m30.v20,bin1v1_C,687,1240,1400,87,72,97,0000
m30.v20,bin1v1_D,705,1240,1400,87,72,97,0000
m30.v20,bin1v1_E,670,1230,1400,87,72,97,0000
m30.v20,bin1v1_F,652,1220,1400,87,72,97,0000
m30.v20,bin1v1_G,652,1220,1400,87,70,97,0000
m30.v20,bin1v1_H,617,1220,1400,87,70,97,0000
m30.v20,bin1v1_J,617,1220,1400,87,70,97,0000
m30.v20,bin1v1_K,634,1220,1400,87,70,97,0000
m30.v20,bin1v1_L,634,1220,1400,87,70,97,0000
m30.v20,bin1v1_M,634,1220,1400,87,70,97,0000
m30.v20,bin1v1_N,634,1220,1400,87,70,97,0000
m30.v20,bin2v1_A,705,1240,1400,87,72,97,0000
m30.v20,bin2v1_B,705,1240,1400,87,72,97,0000
m30.v20,bin2v1_C,687,1240,1400,87,72,97,0000
m30.v20,bin2v1_D,670,1240,1400,87,72,97,0000
m30.v20,bin2v1_E,617,1240,1400,87,72,97,0000
m30.v20,bin2v1_F,617,1240,1400,87,72,97,0000
m30.v20,bin2v1_G,617,1230,1400,87,70,97,0000
m30.v20,bin2v1_H,617,1230,1400,87,70,97,0000
m30.v20,bin2v1_J,599,1230,1400,87,70,97,0000
m30.v20,bin2v1_K,599,1230,1400,87,70,97,0000
m30.v20,bin2v1_L,599,1230,1400,87,70,97,0000
m30.v20,bin2v1_M,599,1230,1400,87,70,97,0000
m30.v20,bin2v1_N,599,1230,1400,87,70,97,0000
m30.v20,bin3v1_A,670,1250,1400,87,72,97,0000
m30.v20,bin3v1_B,670,1250,1400,87,72,97,0000
m30.v20,bin3v1_C,634,1230,1400,87,72,97,0000
m30.v20,bin3v1_D,617,1220,1400,87,70,97,0000
m30.v20,bin3v1_E,652,1250,1400,87,72,97,0000
m30.v20,bin3v1_F,634,1220,1400,87,70,97,0000
m30.v20,bin3v1_G,634,1250,1400,87,70,97,0000
m30.v20,bin3v1_H,617,1250,1400,87,70,97,0000
m30.v20,bin3v1_J,617,1240,1400,87,70,97,0000
m30.v20,bin3v1_K,617,1240,1400,87,70,97,0000
m30.v20,bin3v1_L,617,1240,1400,87,70,97,0000
m30.v20,bin3v1_M,617,1240,1400,87,70,97,0000
m30.v20,bin3v1_N,617,1240,1400,87,70,97,0000
m30.v20,bin4v1_A,670,1250,1400,87,72,97,0000
m30.v20,bin4v1_B,652,1250,1400,87,72,97,0000
m30.v20,bin4v1_C,652,1250,1400,87,72,97,0000
m30.v20,bin4v1_D,634,1250,1400,87,72,97,0000
m30.v20,bin4v1_E,634,1250,1400,87,72,97,0000
m30.v20,bin4v1_F,634,1250,1400,87,72,97,0000
m30.v20,bin4v1_G,617,1250,1400,87,70,97,0000
m30.v20,bin4v1_H,599,1250,1400,87,70,97,0000
m30.v20,bin4v1_J,599,1240,1400,87,70,97,0000
m30.v20,bin4v1_K,599,1240,1400,87,70,97,0000
m30.v20,bin4v1_L,599,1240,1400,87,70,97,0000
m30.v20,bin4v1_M,599,1240,1400,87,70,97,0000
m30.v20,bin4v1_N,599,1240,1400,87,70,97,0000
m30.v20,bin5v1_A,640,1330,1400,87,72,97,0000
m30.v20,bin5v1_B,640,1330,1400,87,72,97,0000
m30.v20,bin5v1_C,652,1220,1400,87,70,97,0000
m30.v20,bin5v1_D,640,1330,1400,87,72,97,0000
m30.v20,bin5v1_E,640,1330,1400,87,72,97,0000
m30.v20,bin5v1_F,640,1330,1400,87,72,97,0000
m30.v20,bin5v1_G,640,1330,1400,87,70,97,0000
m30.v20,bin5v1_H,640,1330,1400,87,70,97,0000
m30.v20,bin5v1_J,640,1240,1400,87,70,97,0000
m30.v20,bin5v1_K,640,1240,1400,87,70,97,0000
m30.v20,bin5v1_L,640,1240,1400,87,70,97,0000
m30.v20,bin5v1_M,640,1240,1400,87,70,97,0000
m30.v20,bin5v1_N,640,1240,1400,87,70,97,0000
m30.v20,bin6v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin6v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin6v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin6v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin6v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin6v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin6v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin6v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin6v1_J,630,1240,1400,87,70,97,0000
m30.v20,bin6v1_K,630,1240,1400,87,70,97,0000
m30.v20,bin6v1_L,630,1240,1400,87,70,97,0000
m30.v20,bin6v1_M,630,1240,1400,87,70,97,0000
m30.v20,bin6v1_N,630,1240,1400,87,70,97,0000
m30.v20,bin9v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin9v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin9v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin9v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin9v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin9v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin9v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin9v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin10v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin10v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin10v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin10v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin10v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin10v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin10v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin10v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin11v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin11v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin11v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin11v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin11v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin11v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin11v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin11v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin12v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin12v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin12v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin12v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin12v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin12v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin12v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin12v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin13v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin13v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin13v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin13v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin13v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin13v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin13v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin13v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin14v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin14v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin14v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin14v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin14v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin14v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin14v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin14v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin15v1_A,630,1330,1400,87,72,97,0000
m30.v20,bin15v1_B,630,1330,1400,87,72,97,0000
m30.v20,bin15v1_C,630,1330,1400,87,72,97,0000
m30.v20,bin15v1_D,630,1330,1400,87,72,97,0000
m30.v20,bin15v1_E,630,1330,1400,87,72,97,0000
m30.v20,bin15v1_F,630,1330,1400,87,72,97,0000
m30.v20,bin15v1_G,630,1330,1400,87,70,97,0000
m30.v20,bin15v1_H,630,1330,1400,87,70,97,0000
m30.v20,bin1,710,1240,1260,87,72,99,0
m30.v20,bin2,690,1240,1260,87,72,99,0
m30.v20,bin3,666,1240,1260,87,72,99,0
m30.v20,bin4,660,1300,1400,87,72,99,0
m30.v20,bin5,660,1300,1400,87,72,99,0
m30.v20,bin6,660,1300,1400,87,72,99,0
m30.v20,bin9,660,1330,1400,87,72,99,0
m30.v20,bin10,660,1330,1400,87,72,97,0
m30.v20,bin11,660,1330,1400,87,72,97,0
m30.v20,bin12,660,1360,1400,87,72,97,0
m30.v20,bin13,660,1360,1400,87,72,97,0
m30.v20,bin14,660,1360,1400,87,72,97,0
m30.v20,bin15,630,1360,1400,87,72,97,0
m30.v20,bin16,630,1360,1400,87,72,97,0
m30.v20,bin17,630,1360,1400,87,72,97,0
m30.v20,bin18,630,1360,1400,87,72,97,0
m30.v20,lp_bin1,533,1200,1260,87,72,99,0
m30.v20,lp_bin2,533,1200,1260,87,72,99,0
m30.v20,lp_bin3,533,1200,1260,87,72,99,0
m30.v20,lp_bin4,533,1200,1260,87,72,99,0
m30.v20,lp_bin5,533,1200,1260,87,72,99,0
m30.v20,lp_bin6,533,1200,1260,87,72,99,0
m30.v20,lp_bin9,533,1200,1260,87,72,99,0
m30.v20,lp_bin10,533,1200,1260,87,72,99,0
m30.v20,lp_bin11,533,1200,1260,87,72,99,0
m30.v20,lp_bin12,533,1200,1260,87,72,99,0
m30.v20,lp_bin13,533,1200,1260,87,72,99,0
m30.v20,lp_bin14,533,1200,1260,87,72,99,0
m30.v20,lp_bin15,533,1200,1260,87,72,99,0
m30.v20,lp_bin16,533,1200,1260,87,72,99,0
m30.v20,lp_bin17,533,1200,1260,87,72,99,0
m30.v20,lp_bin18,533,1200,1260,87,72,99,0
m30k.v10,bin1,555,2500,2800,87,75,97,0000
m30k.v10,bin2,555,2500,2800,87,75,97,0000
m30k.v10,bin3,555,2500,2800,87,75,97,0000
m30k.v10,bin4,555,2500,2800,87,75,97,0000
m30k.v10,bin5,555,2500,2800,87,75,97,0000
m30k.v10,lp_bin1,410,2500,2800,87,75,97,0000
m30k.v10,lp_bin2,410,2500,2800,87,75,97,0000
m30k.v10,lp_bin3,410,2500,2800,87,75,97,0000
m30k.v10,lp_bin4,410,2500,2800,87,75,97,0000
m30k.v10,lp_bin5,410,2500,2800,87,75,97,0000
m30l.v10,bin1v1_A,540,1200,1400,87,72,99,3350
m30l.v10,bin1v1_B,540,1200,1400,87,72,99,3350
m30l.v10,bin1v1_C,540,1200,1400,87,72,99,3350
m30l.v10,bin1v1_D,540,1200,1400,87,72,99,3350
m30l.v10,bin1v1_E,520,1200,1400,87,72,99,3350
m30l.v10,bin1v1_F,300,1200,1400,87,72,99,"3350"""
m30l.v10,bin1v1_G,500,1200,1400,87,70,99,3350
m30l.v10,bin1v1_H,500,1200,1400,87,70,99,3350
m30l.v10,bin2v1_A,540,1200,1400,87,72,99,3350
m30l.v10,bin2v1_B,540,1200,1400,87,72,99,3350
m30l.v10,bin2v1_C,530,1200,1400,87,72,99,3350
m30l.v10,bin2v1_D,520,1200,1400,87,72,99,3350
m30l.v10,bin2v1_E,510,1200,1400,87,72,99,3350
m30l.v10,bin2v1_F,500,1200,1400,87,72,99,3350
m30l.v10,bin2v1_G,500,1200,1400,87,70,99,3350
m30l.v10,bin2v1_H,500,1200,1400,87,70,99,3350
m30l.v10,bin3v1_A,540,1200,1400,87,72,99,3350
m30l.v10,bin3v1_B,530,1200,1400,87,72,99,3350
m30l.v10,bin3v1_C,520,1200,1400,87,72,99,3350
m30l.v10,bin3v1_D,510,1200,1400,87,72,99,3350
m30l.v10,bin3v1_E,500,1200,1400,87,72,99,3350
m30l.v10,bin3v1_F,490,1200,1400,87,72,99,3350
m30l.v10,bin3v1_G,480,1200,1400,87,70,99,3350
m30l.v10,bin3v1_H,470,1200,1400,87,70,99,3350
m30l.v10,bin4v1_A,530,1200,1400,87,72,99,3350
m30l.v10,bin4v1_B,520,1200,1400,87,72,99,3350
m30l.v10,bin4v1_C,510,1200,1400,87,72,99,3350
m30l.v10,bin4v1_D,500,1200,1400,87,72,99,3350
m30l.v10,bin4v1_E,490,1200,1400,87,72,99,3350
m30l.v10,bin4v1_F,480,1200,1400,87,72,99,3350
m30l.v10,bin4v1_G,470,1200,1400,87,70,99,3350
m30l.v10,bin4v1_H,460,1200,1400,87,70,99,3350
m30l.v10,bin5v1_A,520,1200,1400,87,72,99,3350
m30l.v10,bin5v1_B,510,1200,1400,87,72,99,3350
m30l.v10,bin5v1_C,500,1200,1400,87,72,99,3350
m30l.v10,bin5v1_D,490,1200,1400,87,72,99,3350
m30l.v10,bin5v1_E,480,1200,1400,87,72,99,3350
m30l.v10,bin5v1_F,470,1200,1400,87,72,99,3350
m30l.v10,bin5v1_G,460,1200,1400,87,70,99,3350
m30l.v10,bin5v1_H,450,1200,1400,87,70,99,3350
m30l.v10,bin6v1_A,500,1200,1400,87,72,99,3350
m30l.v10,bin6v1_B,490,1200,1400,87,72,99,3350
m30l.v10,bin6v1_C,480,1200,1400,87,72,99,3350
m30l.v10,bin6v1_D,470,1200,1400,87,72,99,3350
m30l.v10,bin6v1_E,460,1200,1400,87,72,99,3350
m30l.v10,bin6v1_F,450,1200,1400,87,72,99,3350
m30l.v10,bin6v1_G,440,1200,1400,87,70,99,3350
m30l.v10,bin6v1_H,430,1200,1400,87,70,99,3350
m30l.v10,bin1,540,1180,1190,87,72,99,0
m30l.v10,bin2,540,1180,1230,87,72,99,0
m30l.v10,bin3,540,1180,1230,87,72,99,0
m30l.v10,bin4,500,1180,1230,87,72,99,0
m30l.v10,bin5,500,1180,1300,87,72,99,0
m30l.v10,bin6,500,1180,1230,87,72,99,0
m30l.v10,lp_bin1,405,1100,1190,87,72,99,0
m30l.v10,lp_bin2,405,1100,1190,87,72,99,0
m30l.v10,lp_bin3,405,1100,1190,87,72,99,0
m30l.v10,lp_bin4,405,1100,1190,87,72,99,0
m30l.v10,lp_bin5,405,1100,1190,87,72,99,0
m30l.v10,lp_bin6,405,1100,1190,87,72,99,0
m30s++.v10,bin1,318,1375,1450,93,80,97,0000
m30s++.v10,bin2,318,1380,1450,93,80,97,0000
m30s++.v10,bin3,300,1400,1450,93,80,97,0000
m30s++.v10,bin4,300,1400,1450,93,80,97,0000
m30s++.v10,bin5,300,1400,1450,93,80,97,0000
m30s++.v10,bin6,300,1400,1450,93,80,97,0000
m30s++.v10,bin1v2_B,318,1375,1450,93,80,97,0000
m30s++.v10,bin2v2_B,318,1380,1450,93,80,97,0000
m30s++.v10,lp_bin1_B,287,1362,1450,91,76,97,0000
m30s++.v10,lp_bin2_B,287,1362,1450,91,76,97,0000
m30s++.v10,hp_bin1_B,334,1392,1450,93,80,97,0000
m30s++.v10,hp_bin2_B,334,1392,1450,93,80,97,0000
m30s++.v10,lp_bin1,287,1362,1450,91,76,97,0000
m30s++.v10,lp_bin2,287,1362,1450,91,76,97,0000
m30s++.v10,lp_bin3,287,1362,1450,91,76,97,0000
m30s++.v10,lp_bin4,287,1362,1450,91,76,97,0000
m30s++.v10,lp_bin5,287,1362,1450,91,76,97,0000
m30s++.v10,lp_bin6,287,1362,1450,91,76,97,0000
m30s++.v20,bin1,318,1375,1450,93,80,97,0000
m30s++.v20,bin2,318,1380,1450,93,80,97,0000
m30s++.v20,bin3,300,1400,1450,93,80,97,0000
m30s++.v20,bin4,300,1400,1450,93,80,97,0000
m30s++.v20,bin5,300,1400,1450,93,80,97,0000
m30s++.v20,bin6,300,1400,1450,93,80,97,0000
m30s++.v20,bin1v2_B,318,1375,1450,93,80,97,0000
m30s++.v20,bin2v2_B,318,1380,1450,93,80,97,0000
m30s++.v20,lp_bin1_B,287,1362,1450,91,76,97,0000
m30s++.v20,lp_bin2_B,287,1362,1450,91,76,97,0000
m30s++.v20,hp_bin1_B,334,1392,1450,93,80,97,0000
m30s++.v20,hp_bin2_B,334,1392,1450,93,80,97,0000
m30s++.v20,lp_bin1,287,1362,1450,91,76,97,0000
m30s++.v20,lp_bin2,287,1362,1450,91,76,97,0000
m30s++.v20,lp_bin3,287,1362,1450,91,76,97,0000
m30s++.v20,lp_bin4,287,1362,1450,91,76,97,0000
m30s++.v20,lp_bin5,287,1362,1450,91,76,97,0000
m30s++.v20,lp_bin6,287,1362,1450,91,76,97,0000
m30s++.ve30,bin1v1_A,444,1260,9999,-1,80,97,0000
m30s++.ve30,bin1v1_B,444,1260,9999,-1,80,97,0000
m30s++.ve30,bin1v1_C,444,1260,9999,-1,80,97,0000
m30s++.ve30,bin1v1_D,444,1260,9999,-1,78,97,0000
m30s++.ve30,bin2v1_A,444,1260,9999,-1,80,97,0000
m30s++.ve30,bin2v1_B,444,1260,9999,-1,80,97,0000
m30s++.ve30,bin2v1_C,444,1260,9999,-1,80,97,0000
m30s++.ve30,bin2v1_D,444,1260,9999,-1,78,97,0000
m30s++.ve30,bin3v1_A,444,1280,9999,-1,80,99,0000
m30s++.ve30,bin3v1_B,444,1280,9999,-1,80,99,0000
m30s++.ve30,bin3v1_C,444,1280,9999,-1,80,99,0000
m30s++.ve30,bin3v1_D,444,1280,9999,-1,78,99,0000
m30s++.ve30,bin1,444,1300,9999,-1,72,99,0
m30s++.ve30,bin2,444,1300,9999,-1,72,99,0
m30s++.ve30,bin3,444,1300,9999,-1,72,99,0
m30s++.ve30,bin4,444,1300,9999,-1,72,99,0
m30s++.ve30,bin5,444,1300,9999,-1,72,99,0
m30s++.ve30,bin6,444,1300,9999,-1,72,99,0
m30s++.ve40,bin1,424,1300,9999,-1,80,97,0
m30s++.ve40,bin2,424,1300,9999,-1,80,97,0
m30s++.ve40,bin3,424,1300,9999,-1,80,97,0
m30s++.ve40,bin4,424,1300,9999,-1,80,97,0
m30s++.ve40,bin5,424,1300,9999,-1,80,97,0
m30s++.ve40,bin6,424,1300,9999,-1,80,97,0
m30s++.ve50,bin1,406,1360,9999,-1,80,97,0000
m30s++.ve50,bin2,406,1380,9999,-1,80,97,0000
m30s++.ve50,bin3,406,1400,9999,-1,80,97,0000
m30s++.ve50,bin4,406,1400,9999,-1,80,97,0000
m30s++.ve50,bin5,406,1400,9999,-1,80,97,0000
m30s++.ve50,bin6,406,1400,9999,-1,80,97,0000
m30s++.vf40,bin1v1_A,469,1200,9999,-1,80,97,0000
m30s++.vf40,bin1v1_E,469,1190,9999,-1,78,97,0000
m30s++.vf40,bin1v1_F,469,1190,9999,-1,76,97,0000
m30s++.vf40,bin1v1_G,469,1190,9999,-1,70,97,0000
m30s++.vf40,bin2v1_A,469,1210,9999,-1,80,97,0000
m30s++.vf40,bin2v1_E,469,1200,9999,-1,78,97,0000
m30s++.vf40,bin2v1_F,469,1200,9999,-1,76,97,0000
m30s++.vf40,bin2v1_G,469,1200,9999,-1,70,97,0000
m30s++.vf40,bin3v1_A,469,1210,9999,-1,80,97,0000
m30s++.vf40,bin3v1_E,469,1210,9999,-1,78,97,0000
m30s++.vf40,bin3v1_F,469,1210,9999,-1,76,97,0000
m30s++.vf40,bin3v1_G,469,1210,9999,-1,70,97,0000
m30s++.vf40,bin4v1_A,469,1220,9999,-1,80,97,0000
m30s++.vf40,bin4v1_E,469,1220,9999,-1,78,97,0000
m30s++.vf40,bin4v1_F,469,1220,9999,-1,76,97,0000
m30s++.vf40,bin4v1_G,469,1220,9999,-1,70,97,0000
m30s++.vf40,bin5v1_A,469,1230,9999,-1,80,97,0000
m30s++.vf40,bin5v1_E,469,1230,9999,-1,78,97,0000
m30s++.vf40,bin5v1_F,469,1230,9999,-1,76,97,0000
m30s++.vf40,bin5v1_G,469,1230,9999,-1,70,97,0000
m30s++.vf40,bin6v1_A,469,1240,9999,-1,80,97,0000
m30s++.vf40,bin6v1_E,469,1240,9999,-1,78,97,0000
m30s++.vf40,bin6v1_F,469,1240,9999,-1,76,97,0000
m30s++.vf40,bin6v1_G,469,1240,9999,-1,70,97,0000
m30s++.vf40,bin9v1_A,469,1250,9999,-1,80,97,0000
m30s++.vf40,bin9v1_E,469,1250,9999,-1,78,97,0000
m30s++.vf40,bin9v1_F,469,1250,9999,-1,76,97,0000
m30s++.vf40,bin9v1_G,469,1250,9999,-1,70,97,0000
m30s++.vf40,bin1,469,1243,9999,-1,70,97,0000
m30s++.vf40,bin2,469,1243,9999,-1,70,97,0000
m30s++.vf40,bin3,469,1243,9999,-1,70,97,0000
m30s++.vf40,bin4,469,1243,9999,-1,70,97,0000
m30s++.vf40,bin5,469,1243,9999,-1,70,97,0000
m30s++.vf40,bin6,469,1243,9999,-1,70,97,0000
m30s++.vg30,bin1v1_A,34.04,1160,80,97,0000,31.8,unknown
m30s++.vg30,bin1v1_D,34.04,1160,74,97,0000,31.8,unknown
